aircraft_id,tail_number,manufacturer,model,age
3917,N886AS,CANADAIR REGIONAL JET,CRJ,23
3918,N325NV,AIRBUS,A319,18
3919,N6704Z,BOEING,757,24
3920,N467AS,BOEING,737 NG,10
3921,N8552Z,BOEING,737 NG,7
3922,N390DA,BOEING,737 NG,24
3923,N642RW,EMBRAER,170/175,19
3924,N8655D,BOEING,737 NG,10
3925,N209NV,AIRBUS,A320,11
3926,N924DZ,BOEING,737 NG,5
3927,N17233,BOEING,737 NG,25
3928,N637NK,AIRBUS,A320,9
3929,N923US,AIRBUS,A321,9
3930,N278WN,BOEING,737 NG,17
3931,N816AW,AIRBUS,A319,24
3932,N613AE,EMBRAER,135/145,26
3933,N806MD,EMBRAER,170/175,20
3934,N274WN,BOEING,737 NG,17
3935,N8656B,BOEING,737 NG,10
3936,N485HA,BOEING,717,23
3937,N177US,AIRBUS,A321,23
3938,N17279,BOEING,737 NG,5
3939,N931AM,AIRBUS,A321,7
3940,N337NB,AIRBUS,A319,22
3941,N480PX,CANADAIR REGIONAL JET,CRJ,4
3942,N403UA,AIRBUS,A320,31
3943,N578NN,CANADAIR REGIONAL JET,CRJ,9
3944,N231JQ,EMBRAER,170/175,16
3945,N191NV,AIRBUS,A320,9
3946,N619AE,EMBRAER,135/145,26
3947,N663AW,AIRBUS,A320,23
3948,N281JB,EMBRAER,190/195,17
3949,N834NN,BOEING,737 NG,14
3950,N38257,BOEING,737 NG,24
3951,N12004,BOEING,787,5
3952,N123NN,AIRBUS,A321,10
3953,N455AN,AIRBUS,A321,2
3954,N240NV,AIRBUS,A320,24
3955,N445YX,EMBRAER,170/175,9
3956,N394FR,AIRBUS,A320,2
3957,N995AN,AIRBUS,A321,8
3958,N751YX,EMBRAER,170/175,7
3959,N659DL,BOEING,757,34
3960,N459WN,BOEING,737 NG,20
3961,N941NN,BOEING,737 NG,11
3962,N260AK,BOEING,737 NG,8
3963,N154AA,AIRBUS,A321,8
3964,N594NW,BOEING,757,21
3965,N758US,AIRBUS,A319,24
3966,N8653A,BOEING,737 NG,10
3967,N13720,BOEING,737 NG,25
3968,N297NV,AIRBUS,A320,18
3969,N827NW,AIRBUS,A330,8
3970,N249NN,EMBRAER,170/175,7
3971,N891NN,BOEING,737 NG,12
3972,N763SK,CANADAIR REGIONAL JET,CRJ,19
3973,N337NW,AIRBUS,A320,32
3974,N398CA,CANADAIR REGIONAL JET,CRJ,21
3975,N37437,BOEING,737 NG,15
3976,N37267,BOEING,737 NG,23
3977,N354NB,AIRBUS,A319,22
3978,N337NV,AIRBUS,A319,20
3979,N183DN,BOEING,767,31
3980,N838DN,BOEING,737 NG,9
3981,N309FR,AIRBUS,A320,7
3982,N611UX,EMBRAER,170/175,5
3983,N141NN,AIRBUS,A321,9
3984,N31412,BOEING,737 NG,22
3985,N334NW,AIRBUS,A320,32
3986,N11206,BOEING,737 NG,24
3987,N47275,BOEING,737 NG,5
3988,N109SY,EMBRAER,170/175,10
3989,N753US,AIRBUS,A319,24
3990,N330DX,AIRBUS,A321,7
3991,N665DN,BOEING,757,33
3992,N69830,BOEING,737 NG,10
3993,N135SY,EMBRAER,170/175,9
3994,N982NN,BOEING,737 NG,9
3995,N552JB,AIRBUS,A320,22
3996,N37510,BOEING,737 NG,5
3997,N910NK,AIRBUS,A320,6
3998,N564JB,AIRBUS,A320,21
3999,N872RW,EMBRAER,170/175,18
4000,N929AN,BOEING,737 NG,24
4001,N7887A,BOEING,737 NG,17
4002,N8706W,BOEING,737 NG,7
4003,N3102J,AIRBUS,A220,2
4004,N616UX,EMBRAER,170/175,5
4005,N17265,BOEING,737 NG,3
4006,N160SY,EMBRAER,170/175,8
4007,N326PQ,CANADAIR REGIONAL JET,CRJ,10
4008,N117DU,AIRBUS,A220,5
4009,N8970D,CANADAIR REGIONAL JET,CRJ,20
4010,N3752,BOEING,737 NG,23
4011,N719EV,CANADAIR REGIONAL JET,CRJ,21
4012,N131EV,CANADAIR REGIONAL JET,CRJ,15
4013,N27734,BOEING,737 NG,25
4014,N306NY,BOEING,737 NG,8
4015,N409SY,EMBRAER,170/175,2
4016,N38950,BOEING,787,10
4017,N73256,BOEING,737 NG,24
4018,N446WN,BOEING,737 NG,21
4019,N223WN,BOEING,737 NG,19
4020,N682NK,AIRBUS,A321,7
4021,N409YX,EMBRAER,170/175,11
4022,N679CA,CANADAIR REGIONAL JET,CRJ,17
4023,N8531Q,BOEING,737 NG,7
4024,N218HA,AIRBUS,A321,5
4025,N146AA,AIRBUS,A321,9
4026,N841VA,AIRBUS,A320,13
4027,N767UW,AIRBUS,A319,24
4028,N17128,BOEING,757,26
4029,N8678E,BOEING,737 NG,8
4030,N29907,BOEING,787,11
4031,N750UW,AIRBUS,A319,24
4032,N153AN,AIRBUS,A321,9
4033,N8763L,BOEING,737 NG,2
4034,N3058J,AIRBUS,A220,3
4035,N884DN,BOEING,737 NG,7
4036,N38451,BOEING,737 NG,12
4037,N264LV,BOEING,737 NG,17
4038,N580JB,AIRBUS,A320,21
4039,N113HQ,EMBRAER,170/175,17
4040,N248NV,AIRBUS,A320,7
4041,N638RW,EMBRAER,170/175,20
4042,N778SW,BOEING,737 NG/MAX,24
4043,N598JB,AIRBUS,A320,20
4044,N255NN,EMBRAER,170/175,7
4045,N118US,AIRBUS,A320,24
4046,N116AN,AIRBUS,A321,10
4047,N517DN,AIRBUS,A321,2
4048,N670NK,AIRBUS,A321,8
4049,N789JB,AIRBUS,A320,13
4050,N196UW,AIRBUS,A321,15
4051,N8314L,BOEING,737 NG,12
4052,N302PQ,CANADAIR REGIONAL JET,CRJ,10
4053,N7721E,BOEING,737 NG,18
4054,N601LR,CANADAIR REGIONAL JET,CRJ,17
4055,N943AK,BOEING,737 NG,2
4056,N36472,BOEING,737 NG,11
4057,N423WN,BOEING,737 NG,22
4058,N158AN,AIRBUS,A321,8
4059,N428UA,AIRBUS,A320,29
4060,N3764D,BOEING,737 NG,23
4061,N34222,BOEING,737 NG,26
4062,N76532,BOEING,737 NG,8
4063,N3118J,AIRBUS,A220,2
4064,N620UX,EMBRAER,170/175,5
4065,N177DZ,BOEING,767,25
4066,N897DN,BOEING,737 NG,6
4067,N679DA,BOEING,757,32
4068,N47512,BOEING,737 NG,5
4069,N300LK,EMBRAER,170/175,4
4070,N62894,BOEING,737 NG,8
4071,N103DY,AIRBUS,A321,4
4072,N484HA,BOEING,717,23
4073,N825AA,BOEING,787,8
4074,N741UW,AIRBUS,A319,24
4075,N328FR,AIRBUS,A320,6
4076,N27273,BOEING,737 NG,2
4077,N107DN,AIRBUS,A321,4
4078,N134DU,AIRBUS,A220,4
4079,N836NN,BOEING,737 NG,14
4080,N8968E,CANADAIR REGIONAL JET,CRJ,20
4081,N896DN,BOEING,737 NG,6
4082,N425YX,EMBRAER,170/175,10
4083,N617NK,AIRBUS,A320,12
4084,N396DA,BOEING,737 NG,24
4085,N427YX,EMBRAER,170/175,10
4086,N134AN,AIRBUS,A321,9
4087,N679AW,AIRBUS,A320,19
4088,N204WN,BOEING,737 NG,19
4089,N693BR,CANADAIR REGIONAL JET,CRJ,21
4090,N163US,AIRBUS,A321,23
4091,N8637A,BOEING,737 NG,10
4092,N480HA,BOEING,717,23
4093,N210FR,AIRBUS,A320,13
4094,N8301J,BOEING,737 NG,12
4095,N101NN,AIRBUS,A321,11
4096,N27520,BOEING,737 NG,5
4097,N509JB,AIRBUS,A320,24
4098,N324RN,BOEING,737 NG,6
4099,N556NN,CANADAIR REGIONAL JET,CRJ,10
4100,N2136U,BOEING,777,7
4101,N291BT,BOEING,737 NG,3
4102,N120EE,AIRBUS,A321,10
4103,N817NW,AIRBUS,A330,17
4104,N152SY,EMBRAER,170/175,8
4105,N795SK,CANADAIR REGIONAL JET,CRJ,14
4106,N965AN,BOEING,737 NG,23
4107,N195UW,AIRBUS,A321,16
4108,N109UW,AIRBUS,A320,25
4109,N764SK,CANADAIR REGIONAL JET,CRJ,19
4110,N337JB,EMBRAER,190/195,13
4111,N856NN,BOEING,737 NG,14
4112,N197DN,BOEING,767,27
4113,N220NV,AIRBUS,A320,24
4114,N929AK,BOEING,737 NG,3
4115,N6714Q,BOEING,757,24
4116,N550WN,BOEING,737 NG,23
4117,N823MD,EMBRAER,170/175,19
4118,N765US,AIRBUS,A319,24
4119,N24202,BOEING,737 NG,24
4120,N828JB,AIRBUS,A320,11
4121,N306SP,BOEING,737 NG,5
4122,N941NK,AIRBUS,A320,3
4123,N875AS,CANADAIR REGIONAL JET,CRJ,23
4124,N981UY,AIRBUS,A321,11
4125,N826AN,BOEING,787,7
4126,N467UA,AIRBUS,A320,24
4127,N117SY,EMBRAER,170/175,10
4128,N7746C,BOEING,737 NG,17
4129,N8617E,BOEING,737 NG,11
4130,N662UA,BOEING,767,31
4131,N8621A,BOEING,737 NG,11
4132,N982AN,BOEING,737 NG,15
4133,N469WN,BOEING,737 NG,20
4134,N521AE,CANADAIR REGIONAL JET,CRJ,20
4135,N547US,BOEING,757,28
4136,N934JB,AIRBUS,A321,10
4137,N622UX,EMBRAER,170/175,5
4138,N8507C,BOEING,737 NG,8
4139,N743YX,EMBRAER,170/175,7
4140,N37522,BOEING,737 NG,5
4141,N37464,BOEING,737 NG,12
4142,N38268,BOEING,737 NG,23
4143,N33284,BOEING,737 NG,20
4144,N965AT,BOEING,717,23
4145,N69824,BOEING,737 NG,10
4146,N69838,BOEING,737 NG,10
4147,N951WN,BOEING,737 NG,14
4148,N287AK,BOEING,737 NG,6
4149,N436AN,AIRBUS,A321,3
4150,N38459,BOEING,737 NG,12
4151,N141SY,EMBRAER,170/175,9
4152,N906NN,BOEING,737 NG,12
4153,N3742C,BOEING,737 NG,23
4154,N477UA,AIRBUS,A320,23
4155,N420YX,EMBRAER,170/175,10
4156,N493UA,AIRBUS,A320,22
4157,N68880,BOEING,737 NG,9
4158,N202HA,AIRBUS,A321,7
4159,N925XJ,CANADAIR REGIONAL JET,CRJ,16
4160,N39418,BOEING,737 NG,16
4161,N748SK,CANADAIR REGIONAL JET,CRJ,19
4162,N554NW,BOEING,757,23
4163,N310PQ,CANADAIR REGIONAL JET,CRJ,10
4164,N881DN,BOEING,737 NG,7
4165,N238NN,EMBRAER,170/175,8
4166,N524AS,BOEING,737 NG,15
4167,N632JB,AIRBUS,A320,19
4168,N2243U,BOEING,777,7
4169,N789SK,CANADAIR REGIONAL JET,CRJ,15
4170,N550NW,BOEING,757,23
4171,N932AK,BOEING,737 NG,3
4172,N312SY,EMBRAER,170/175,2
4173,N12020,BOEING,787,2
4174,N115DU,AIRBUS,A220,5
4175,N132HQ,EMBRAER,170/175,16
4176,N191UW,AIRBUS,A321,23
4177,N330NV,AIRBUS,A319,18
4178,N642UA,BOEING,767,33
4179,N437AN,AIRBUS,A321,3
4180,N446AN,AIRBUS,A321,2
4181,N399HA,AIRBUS,A330,10
4182,N669DN,BOEING,757,33
4183,N9013A,AIRBUS,A319,11
4184,N754SK,CANADAIR REGIONAL JET,CRJ,19
4185,N585NN,CANADAIR REGIONAL JET,CRJ,9
4186,N359FR,AIRBUS,A320,5
4187,N851UA,AIRBUS,A319,22
4188,N26966,BOEING,787,8
4189,N871NN,BOEING,737 NG,13
4190,N305NX,BOEING,737 NG,8
4191,N522AE,CANADAIR REGIONAL JET,CRJ,20
4192,N243JQ,EMBRAER,170/175,16
4193,N102DU,AIRBUS,A220,6
4194,N103HQ,EMBRAER,170/175,17
4195,N451YX,EMBRAER,170/175,3
4196,N8309C,BOEING,737 NG,12
4197,N8623F,BOEING,737 NG,11
4198,N946NK,AIRBUS,A320,3
4199,N754YX,EMBRAER,170/175,2
4200,N76503,BOEING,737 NG,18
4201,N279SY,EMBRAER,170/175,6
4202,N393DA,BOEING,737 NG,24
4203,N148SY,EMBRAER,170/175,9
4204,N333DX,AIRBUS,A321,7
4205,N830MH,BOEING,767,24
4206,N338NV,AIRBUS,A319,20
4207,N780UA,BOEING,777,28
4208,N948NK,AIRBUS,A320,3
4209,N549CA,CANADAIR REGIONAL JET,CRJ,16
4210,N784SK,CANADAIR REGIONAL JET,CRJ,15
4211,N871AY,BOEING,787,4
4212,N77066,BOEING,767,22
4213,N24224,BOEING,737 NG,26
4214,N8573Z,BOEING,737 NG,6
4215,N179JB,EMBRAER,190/195,19
4216,N8606C,BOEING,737 NG,11
4217,N945AT,BOEING,717,25
4218,N758SK,CANADAIR REGIONAL JET,CRJ,19
4219,N657UA,BOEING,767,31
4220,N695NK,AIRBUS,A320,5
4221,N8837Q,BOEING,737 NG,2
4222,N324NB,AIRBUS,A319,23
4223,N217UA,BOEING,777,24
4224,N320US,AIRBUS,A320,33
4225,N346NB,AIRBUS,A319,22
4226,N76517,BOEING,737 NG,16
4227,N609SK,CANADAIR REGIONAL JET,CRJ,22
4228,N921US,AIRBUS,A321,9
4229,N734AR,BOEING,777,9
4230,N657AW,AIRBUS,A320,25
4231,N118HQ,EMBRAER,170/175,17
4232,N2038J,AIRBUS,A321,5
4233,N8829Q,BOEING,737 NG,2
4234,N53442,BOEING,737 NG,15
4235,N266WN,BOEING,737 NG,17
4236,N857NN,BOEING,737 NG,14
4237,N233NN,EMBRAER,170/175,8
4238,N821AN,BOEING,787,8
4239,N4888U,AIRBUS,A319,17
4240,N921NN,BOEING,737 NG,11
4241,N308DU,AIRBUS,A220,3
4242,N296AK,BOEING,737 NG,6
4243,N723YX,EMBRAER,170/175,9
4244,N243SY,EMBRAER,170/175,8
4245,N771AN,BOEING,777,25
4246,N403AS,BOEING,737 NG,12
4247,N860DN,BOEING,737 NG,8
4248,N315RJ,BOEING,737 NG,6
4249,N8702L,BOEING,737 NG,8
4250,N8530W,BOEING,737 NG,7
4251,N831NN,BOEING,737 NG,14
4252,N345NB,AIRBUS,A319,22
4253,N197UW,AIRBUS,A321,15
4254,N788UA,BOEING,777,27
4255,N64844,BOEING,737 NG,9
4256,N172DN,BOEING,767,34
4257,N338NB,AIRBUS,A319,22
4258,N934AK,BOEING,737 NG,2
4259,N7878A,BOEING,737 NG,19
4260,N804SK,CANADAIR REGIONAL JET,CRJ,18
4261,N317PG,BOEING,737 NG,7
4262,N347FR,AIRBUS,A320,5
4263,N203SY,EMBRAER,170/175,8
4264,N488WN,BOEING,737 NG,20
4265,N940AT,BOEING,717,25
4266,N553AS,BOEING,737 NG,18
4267,N829NN,BOEING,737 NG,14
4268,N8770Q,BOEING,737 NG,2
4269,N674DL,BOEING,757,32
4270,N311DU,AIRBUS,A220,2
4271,N685NK,AIRBUS,A321,6
4272,N928EV,CANADAIR REGIONAL JET,CRJ,19
4273,N17105,BOEING,757,30
4274,N69810,BOEING,737 NG,11
4275,N932WN,BOEING,737 NG,15
4276,N354FR,AIRBUS,A320,5
4277,N740UW,AIRBUS,A319,24
4278,N838SK,CANADAIR REGIONAL JET,CRJ,5
4279,N650RW,EMBRAER,170/175,19
4280,N952AA,BOEING,737 NG,24
4281,N328DN,AIRBUS,A321,7
4282,N921DU,BOEING,737 NG,5
4283,N8635F,BOEING,737 NG,10
4284,N807DN,BOEING,737 NG,11
4285,N925WN,BOEING,737 NG,16
4286,N820NW,AIRBUS,A330,17
4287,N929AT,BOEING,717,24
4288,N822NW,AIRBUS,A330,9
4289,N215NV,AIRBUS,A320,24
4290,N27261,BOEING,737 NG,3
4291,N260NN,EMBRAER,170/175,7
4292,N603FR,AIRBUS,A321,2
4293,N540EG,CANADAIR REGIONAL JET,CRJ,13
4294,N929XJ,CANADAIR REGIONAL JET,CRJ,16
4295,N116HQ,EMBRAER,170/175,17
4296,N102HQ,EMBRAER,170/175,17
4297,N227NN,EMBRAER,170/175,8
4298,N336SR,BOEING,737 NG,4
4299,N405DX,AIRBUS,A330,5
4300,N843DN,BOEING,737 NG,9
4301,N799UA,BOEING,777,26
4302,N129DN,AIRBUS,A321,3
4303,N714US,AIRBUS,A319,25
4304,N348NW,AIRBUS,A320,31
4305,N972AK,BOEING,737 NG,5
4306,N34455,BOEING,737 NG,12
4307,N304DU,AIRBUS,A220,4
4308,N822AW,AIRBUS,A319,24
4309,N214JQ,EMBRAER,170/175,15
4310,N705UW,AIRBUS,A319,26
4311,N830AW,AIRBUS,A319,23
4312,N379DN,AIRBUS,A321,5
4313,N589NN,CANADAIR REGIONAL JET,CRJ,8
4314,N969WN,BOEING,737 NG,13
4315,N37528,BOEING,737 NG,5
4316,N917SW,CANADAIR REGIONAL JET,CRJ,22
4317,N784JB,AIRBUS,A320,13
4318,N241JQ,EMBRAER,170/175,16
4319,N215JQ,EMBRAER,170/175,15
4320,N896NN,BOEING,737 NG,12
4321,N335FR,AIRBUS,A320,6
4322,N781UA,BOEING,777,28
4323,N861DN,BOEING,737 NG,8
4324,N8722L,BOEING,737 NG,6
4325,N772SK,CANADAIR REGIONAL JET,CRJ,18
4326,N686UA,BOEING,767,21
4327,N161PQ,CANADAIR REGIONAL JET,CRJ,16
4328,N556JB,AIRBUS,A320,22
4329,N405UA,AIRBUS,A320,31
4330,N439UA,AIRBUS,A320,27
4331,N414DZ,AIRBUS,A330,2
4332,N333NV,AIRBUS,A319,18
4333,N276NN,EMBRAER,170/175,5
4334,N61886,BOEING,737 NG,9
4335,N307PQ,CANADAIR REGIONAL JET,CRJ,10
4336,N641NK,AIRBUS,A320,9
4337,N190UW,AIRBUS,A321,23
4338,N109DN,AIRBUS,A321,3
4339,N563WN,BOEING,737 NG,19
4340,N532NK,AIRBUS,A319,17
4341,N292WN,BOEING,737 NG,17
4342,N237NV,AIRBUS,A320,21
4343,N281NV,AIRBUS,A320,12
4344,N678NK,AIRBUS,A321,7
4345,N8310C,BOEING,737 NG,12
4346,N229WN,BOEING,737 NG,18
4347,N47282,BOEING,737 NG,5
4348,N894DN,BOEING,737 NG,6
4349,N244WN,BOEING,737 NG,18
4350,N954NK,AIRBUS,A320,2
4351,N928AM,AIRBUS,A321,7
4352,N221NV,AIRBUS,A320,24
4353,N710TW,BOEING,757,27
4354,N200NV,BOEING,737 NG,8
4355,N308DN,AIRBUS,A321,8
4356,N833AY,CANADAIR REGIONAL JET,CRJ,19
4357,N409DX,AIRBUS,A330,3
4358,N435WN,BOEING,737 NG,21
4359,N199SY,EMBRAER,170/175,6
4360,N491PX,CANADAIR REGIONAL JET,CRJ,4
4361,N192NV,AIRBUS,A320,9
4362,N355DN,AIRBUS,A321,6
4363,N2135U,BOEING,777,7
4364,N852NW,AIRBUS,A330,20
4365,N33286,BOEING,737 NG,20
4366,N166SY,EMBRAER,170/175,8
4367,N946AN,BOEING,737 NG,24
4368,N8713M,BOEING,737 NG,7
4369,N438AN,AIRBUS,A321,3
4370,N77510,BOEING,737 NG,16
4371,N348JB,EMBRAER,190/195,12
4372,N367DN,AIRBUS,A321,5
4373,N981NN,BOEING,737 NG,9
4374,N110HQ,EMBRAER,170/175,17
4375,N236NN,EMBRAER,170/175,8
4376,N763CC,EMBRAER,170/175,15
4377,N507AE,CANADAIR REGIONAL JET,CRJ,22
4378,N335PQ,CANADAIR REGIONAL JET,CRJ,10
4379,N776DE,BOEING,737 NG,11
4380,N802UA,AIRBUS,A319,27
4381,N445SW,CANADAIR REGIONAL JET,CRJ,22
4382,N813UA,AIRBUS,A319,26
4383,N959JB,AIRBUS,A321,9
4384,N66897,BOEING,737 NG,8
4385,N73283,BOEING,737 NG,20
4386,N16703,BOEING,737 NG,26
4387,N338PK,BOEING,737 NG,7
4388,N779UA,BOEING,777,28
4389,N402YX,EMBRAER,170/175,11
4390,N634NK,AIRBUS,A320,10
4391,N859DN,BOEING,737 NG,8
4392,N335SN,BOEING,737 NG,5
4393,N822DX,BOEING,757,20
4394,N714FR,AIRBUS,A321,8
4395,N826SK,CANADAIR REGIONAL JET,CRJ,6
4396,N8766T,BOEING,737 NG,2
4397,N534AS,BOEING,737 NG,13
4398,N105UW,AIRBUS,A320,25
4399,N790SK,CANADAIR REGIONAL JET,CRJ,15
4400,N592NN,CANADAIR REGIONAL JET,CRJ,8
4401,N3763D,BOEING,737 NG,23
4402,N593NW,BOEING,757,21
4403,N3772H,BOEING,737 NG,14
4404,N66831,BOEING,737 NG,10
4405,N374DX,AIRBUS,A321,5
4406,N30913,BOEING,787,10
4407,N7745A,BOEING,737 NG,17
4408,N78524,BOEING,737 NG,14
4409,N63890,BOEING,737 NG,9
4410,N76288,BOEING,737 NG,20
4411,N401UA,AIRBUS,A320,31
4412,N7713A,BOEING,737 NG,19
4413,N269SY,EMBRAER,170/175,6
4414,N369NB,AIRBUS,A319,21
4415,N508NK,AIRBUS,A319,19
4416,N611SK,CANADAIR REGIONAL JET,CRJ,22
4417,N851DN,BOEING,737 NG,8
4418,N917XJ,CANADAIR REGIONAL JET,CRJ,16
4419,N254SY,EMBRAER,170/175,8
4420,N449AN,AIRBUS,A321,2
4421,N549US,BOEING,757,28
4422,N69813,BOEING,737 NG,10
4423,N277NN,EMBRAER,170/175,5
4424,N216WR,BOEING,737 NG,19
4425,N35260,BOEING,737 NG,23
4426,N471UA,AIRBUS,A320,23
4427,N301SY,EMBRAER,170/175,5
4428,N732SK,CANADAIR REGIONAL JET,CRJ,19
4429,N719FR,AIRBUS,A321,7
4430,N126DN,AIRBUS,A321,3
4431,N396FR,AIRBUS,A320,2
4432,N911DQ,BOEING,737 NG,6
4433,N825MH,BOEING,767,25
4434,N919EV,CANADAIR REGIONAL JET,CRJ,21
4435,N834DN,BOEING,737 NG,9
4436,N932AM,AIRBUS,A321,7
4437,N162AA,AIRBUS,A321,8
4438,N858NW,AIRBUS,A330,18
4439,N277WN,BOEING,737 NG,17
4440,N547NN,CANADAIR REGIONAL JET,CRJ,10
4441,N250NN,EMBRAER,170/175,7
4442,N796JB,AIRBUS,A320,12
4443,N329NV,AIRBUS,A319,18
4444,N110AN,AIRBUS,A321,10
4445,N409UA,AIRBUS,A320,30
4446,N7847A,BOEING,737 NG,19
4447,N258NN,EMBRAER,170/175,7
4448,N768RD,EMBRAER,170/175,16
4449,N9012,AIRBUS,A319,11
4450,N948AT,BOEING,717,25
4451,N413AN,AIRBUS,A321,4
4452,N748EV,CANADAIR REGIONAL JET,CRJ,20
4453,N274SY,EMBRAER,170/175,6
4454,N121UW,AIRBUS,A320,24
4455,N760MQ,EMBRAER,170/175,15
4456,N427WN,BOEING,737 NG,22
4457,N544US,BOEING,757,28
4458,N27268,BOEING,737 NG,2
4459,N8319F,BOEING,737 NG,12
4460,N902XJ,CANADAIR REGIONAL JET,CRJ,17
4461,N7873A,BOEING,737 NG,20
4462,N308SY,EMBRAER,170/175,4
4463,N447UA,AIRBUS,A320,26
4464,N950NN,BOEING,737 NG,10
4465,N211NN,EMBRAER,170/175,9
4466,N569AS,BOEING,737 NG,17
4467,N963WN,BOEING,737 NG,13
4468,N121SY,EMBRAER,170/175,10
4469,N836SK,CANADAIR REGIONAL JET,CRJ,5
4470,N687NK,AIRBUS,A321,6
4471,N391HA,AIRBUS,A330,11
4472,N192UW,AIRBUS,A321,23
4473,N817UA,AIRBUS,A319,26
4474,N313SB,BOEING,737 NG,5
4475,N140DU,AIRBUS,A220,4
4476,N137EV,CANADAIR REGIONAL JET,CRJ,15
4477,N975UY,AIRBUS,A321,13
4478,N840UA,AIRBUS,A319,23
4479,N251WN,BOEING,737 NG,18
4480,N37281,BOEING,737 NG,21
4481,N514DE,AIRBUS,A321,2
4482,N38458,BOEING,737 NG,12
4483,N517AE,CANADAIR REGIONAL JET,CRJ,21
4484,N8662F,BOEING,737 NG,9
4485,N603JB,AIRBUS,A320,20
4486,N706FR,AIRBUS,A321,9
4487,N450YX,EMBRAER,170/175,3
4488,N102UW,AIRBUS,A320,26
4489,N229FR,AIRBUS,A320,11
4490,N318DX,AIRBUS,A321,7
4491,N239NN,EMBRAER,170/175,8
4492,N262NN,EMBRAER,170/175,7
4493,N305DN,AIRBUS,A321,8
4494,N893DN,BOEING,737 NG,6
4495,N39423,BOEING,737 NG,16
4496,N502DN,AIRBUS,A350,7
4497,N452YX,EMBRAER,170/175,3
4498,N887DN,BOEING,737 NG,7
4499,N721FR,AIRBUS,A321,7
4500,N607CZ,EMBRAER,170/175,17
4501,N367NW,AIRBUS,A320,25
4502,N459UA,AIRBUS,A320,24
4503,N7751A,BOEING,737 NG,16
4504,N745SK,CANADAIR REGIONAL JET,CRJ,19
4505,N601NK,AIRBUS,A320,14
4506,N649RW,EMBRAER,170/175,19
4507,N283SY,EMBRAER,170/175,6
4508,N19951,BOEING,787,10
4509,N658CA,CANADAIR REGIONAL JET,CRJ,20
4510,N990AN,BOEING,737 NG,15
4511,N329PQ,CANADAIR REGIONAL JET,CRJ,10
4512,N820NN,BOEING,737 NG,15
4513,N825NW,AIRBUS,A330,9
4514,N944AT,BOEING,717,25
4515,N154SY,EMBRAER,170/175,8
4516,N675DL,BOEING,757,32
4517,N316RK,BOEING,737 NG,6
4518,N277SY,EMBRAER,170/175,6
4519,N363NW,AIRBUS,A320,26
4520,N815UA,AIRBUS,A319,26
4521,N611NK,AIRBUS,A320,12
4522,N47281,BOEING,737 NG,5
4523,N972NK,AIRBUS,A320,2
4524,N318JB,EMBRAER,190/195,14
4525,N854NW,AIRBUS,A330,20
4526,N12218,BOEING,737 NG,26
4527,N8725L,BOEING,737 NG,6
4528,N216HA,AIRBUS,A321,6
4529,N8547V,BOEING,737 NG,7
4530,N77544,BOEING,737 NG,2
4531,N1806U,BOEING,737 NG,5
4532,N17229,BOEING,737 NG,25
4533,N878BG,BOEING,787,4
4534,N949NN,BOEING,737 NG,10
4535,N826UA,AIRBUS,A319,25
4536,N844UA,AIRBUS,A319,23
4537,N1605,BOEING,767,25
4538,N643NK,AIRBUS,A320,9
4539,N692CA,CANADAIR REGIONAL JET,CRJ,17
4540,N795AN,BOEING,777,24
4541,N385HA,AIRBUS,A330,12
4542,N292NN,EMBRAER,170/175,4
4543,N38424,BOEING,737 NG,16
4544,N261WN,BOEING,737 NG,18
4545,N921NK,AIRBUS,A320,5
4546,N929WN,BOEING,737 NG,16
4547,N114DN,AIRBUS,A321,3
4548,N988JT,AIRBUS,A321,7
4549,N28987,BOEING,787,4
4550,N277AK,BOEING,737 NG,7
4551,N514SY,EMBRAER,170/175,3
4552,N538EG,CANADAIR REGIONAL JET,CRJ,14
4553,N79279,BOEING,737 NG,21
4554,N955AT,BOEING,717,24
4555,N412YX,EMBRAER,170/175,11
4556,N8561Z,BOEING,737 NG,6
4557,N953AN,BOEING,737 NG,23
4558,N1805U,BOEING,737 NG,5
4559,N265SY,EMBRAER,170/175,6
4560,N359NW,AIRBUS,A320,26
4561,N926EV,CANADAIR REGIONAL JET,CRJ,21
4562,N235NN,EMBRAER,170/175,8
4563,N810UA,AIRBUS,A319,26
4564,N8946A,CANADAIR REGIONAL JET,CRJ,20
4565,N867DN,BOEING,737 NG,8
4566,N200WN,BOEING,737 NG,19
4567,N207AN,EMBRAER,170/175,9
4568,N579JB,AIRBUS,A320,21
4569,N275WN,BOEING,737 NG,17
4570,N940NK,AIRBUS,A320,3
4571,N329DN,AIRBUS,A321,7
4572,N8634A,BOEING,737 NG,10
4573,N14106,BOEING,757,30
4574,N8545V,BOEING,737 NG,7
4575,N307SY,EMBRAER,170/175,4
4576,N776AN,BOEING,777,25
4577,N891DN,BOEING,737 NG,6
4578,N599NN,CANADAIR REGIONAL JET,CRJ,8
4579,N8719Q,BOEING,737 NG,6
4580,N8632A,BOEING,737 NG,10
4581,N975AK,BOEING,737 NG,5
4582,N3014R,AIRBUS,A319,11
4583,N241NN,EMBRAER,170/175,8
4584,N825SK,CANADAIR REGIONAL JET,CRJ,15
4585,N687DL,BOEING,757,26
4586,N941WN,BOEING,737 NG,15
4587,N8566Z,BOEING,737 NG,6
4588,N119US,AIRBUS,A320,24
4589,N727SK,CANADAIR REGIONAL JET,CRJ,19
